moisture,d50,system_p,X_std_avg,X_tot_avg,X_good_avg,tar_loading_avg,tar_loading_incl_avg,space_time_avg,optical_thickness_d90_avg,optical_thickness_d50_avg,optical_thickness_d10_avg,T_cupmix_gas_only_avg,dH_max/A,tau_min,CH4_yield_corr,dH_max/A/T^4,Re_in,Re_out,e^-Ea/R1T,tau_min/e^-Ea/RT,pp_H2O_corr,pp_CO2_corr,c_H2O,dP_lance,c_CO2,c_CO2+c_H2O,c_H2O/c_CO2
8.3,51.4,50,0.799139,0.818929,0.75221,165.623,3865.31,3.48345,0.1909996861,0.4656081842,1.1079750308,456.35822997,28.216981904,0.7383740443,0.0468375463,0.0000954227,1134.1373656,1236.8510352,0.0787292006,9.3786554234,38.82627655,22.279168382,70.535721668,0.1748,40.474579579,111.01030125,1.742716599
8.3,51.4,50,0.802962,0.822749,0.756395,99.9727,3785.03,3.48257,0.1867638977,0.4552824199,1.0834035362,456.39681862,27.956193119,0.7446663368,0.0461079094,0.0000944635,1133.7514007,1232.181239,0.0787701253,9.4536644961,38.811985018,22.290653647,70.503796587,0.1646,40.492020951,110.99581754,1.7411775192
