moisture,d50,system_p,X_std_avg,X_tot_avg,X_good_avg,tar_loading_avg,tar_loading_incl_avg,space_time_avg,optical_thickness_d90_avg,optical_thickness_d50_avg,optical_thickness_d10_avg,T_cupmix_gas_only_avg,dH_max/A,tau_min,CH4_yield_corr,dH_max/A/T^4,Re_in,Re_out,e^-Ea/R1T,tau_min/e^-Ea/RT,pp_H2O_corr,pp_CO2_corr,c_H2O,dP_lance,c_CO2,c_CO2+c_H2O,c_H2O/c_CO2
9.97,80,50,0.830044,0.843105,0.820927,12.8089,2868.53,2.93686,0.2506173262,0.6002284962,1.7524919597,441.2738553,50.624099741,0.4060645842,0.0091213048,0.0001169835,1271.96786,1613.6087798,0.0991684153,4.0946967157,33.198616545,6.0342253934,62.373633862,0.2,11.337115955,73.710749818,5.5017196709
9.97,80,50,0.825066,0.838998,0.793336,12.4769,3124.88,1.86878,0.2596171931,0.6217831775,1.8154253358,443.37343059,81.117912509,0.2576328776,0.031691447,0.000190594,1974.9651086,2540.6820554,0.0982178702,2.6230753837,33.917277704,6.139401813,63.422094525,0.263,11.480099479,74.902194005,5.5245248213
12.85,81.4,50,0.893758,0.908596,0.886191,29.4814,3050.74,3.63073,0.2442648893,0.5656502658,1.6269940509,440.0354644,40.581205044,0.4921405631,0.0075438925,0.0000931399,1049.7596612,1278.2097997,0.099558881,4.9432110768,33.286085591,5.8486583278,62.713971382,0.1799,11.019396978,73.73336836,5.6912344209
10.43,81.9,50,0.820945,0.833957,0.797746,18.8657,2914.19,2.1254,0.2586096933,0.5999492273,1.7424057347,442.86841338,71.021957198,0.2918922661,0.0231814001,0.0001659073,1744.6268168,2225.0286114,0.0985487707,2.9619067183,33.820830093,6.1051193083,63.313863249,0.2298,11.429012474,74.742875723,5.5397492474
6.72,249.9,50,0.728323,0.759255,0.675783,1242.19,7675.54,1.88474,0.1028378153,0.2071570877,0.6986309879,443.38870849,80.962135454,0.2756851622,0.0526127426,0.0001937042,1947.7450665,2603.8192649,0.0971890897,2.8365854953,33.555468585,6.3095795498,62.743383734,0.3508,11.797909181,74.541292916,5.3181782272
6.72,249.9,50,0.747419,0.771877,0.704649,775.873,5934.61,2.13045,0.0993676045,0.2001666751,0.6750560339,442.88127756,69.877376947,0.3113639119,0.0428387312,0.0001676091,1715.6050259,2273.0218927,0.0970451825,3.2084427478,33.158770598,6.2504290409,62.072659975,0.2888,11.700697872,73.773357847,5.305039123
9.99,279.9,50,0.875644,0.894025,0.854439,348.757,3865.5,3.64373,0.0892768083,0.1642961198,0.4800259284,440.04080879,39.641767576,0.509525214,0.0211721234,0.0000929515,1035.9482697,1294.0526759,0.0983345604,5.1815476878,32.788366536,5.9587616882,61.775473745,0.2736,11.226705235,73.00217898,5.5025470478
9.44,248.4,50,0.745836,0.775353,0.694867,1095.13,7153.34,1.89141,0.0958210254,0.2027903103,0.7737805388,443.37396295,80.665400254,0.2746440754,0.0509621761,0.0001922116,1970.4613715,2547.498124,0.0974194042,2.8191927221,34.174619759,6.2311080698,63.903223048,0.3566,11.651567497,75.554790545,5.4845172602
6.72,249.9,50,0.729298,0.752644,0.688098,778.541,5728.91,2.13228,0.1035113425,0.2085138447,0.70320661,442.87891856,71.625645083,0.3090666559,0.0411286886,0.0001718317,1717.7770831,2302.5043539,0.0970355897,3.185085562,33.220196524,6.2425218796,62.187979518,0.323,11.685958044,73.873937562,5.3215987328
9.99,279.9,50,0.791794,0.815229,0.754672,717.625,5402.55,2.47482,0.094935917,0.1747105783,0.5104539757,442.27977942,60.480211351,0.3549854114,0.0370840707,0.0001437486,1505.680617,1921.3962344,0.0975633899,3.6385104279,33.577616614,6.0813706945,62.942217483,0.3311,11.399705978,74.341923461,5.521389552
10.33,245.4,50,0.778806,0.80522,0.732629,896.294,6112.01,2.13136,0.095887182,0.1952910087,0.7037358817,442.90304479,69.416380432,0.3076446056,0.0461690348,0.0001660405,1741.6166448,2205.9354503,0.0972027968,3.1649768925,33.816612205,6.1263069108,63.301017192,0.2889,11.467779704,74.768796895,5.5199017445
6.72,249.9,50,0.817764,0.834968,0.798194,343.664,4023.81,3.63051,0.103460037,0.2084104948,0.7028580653,440.04539485,42.143763877,0.4953670142,0.0195205121,0.0000986969,1025.4348154,1367.5224683,0.0984045836,5.0339831324,32.200722111,6.0139529419,60.667680105,0.2947,11.330571159,71.998251263,5.354335563
9.99,279.9,50,0.849021,0.867372,0.827199,394.89,3973.91,3.6363,0.092361846,0.1699735151,0.4966136418,440.04526646,40.540486747,0.5063998971,0.0217751105,0.0000947618,1037.3481632,1308.5719724,0.0985130646,5.1404339041,32.792144442,5.9324288513,61.781965713,0.259,11.176979186,72.958944899,5.5276085502
8.43,321.9,50,0.781422,0.80511,0.744862,786.527,5496.84,2.47293,0.0793683444,0.1527205732,0.3321672467,442.26319801,60.189523873,0.3571762419,0.0366133882,0.0001431856,1495.5506546,1939.0435597,0.0975126487,3.6628708871,33.278974976,6.1417647645,62.384743912,0.2777,11.513348061,73.898091973,5.4184711156
8.43,321.9,50,0.793605,0.815336,0.764457,625.214,5003.46,2.94348,0.0803961096,0.154698199,0.3364685828,441.32072579,51.028141062,0.4173898945,0.0291338701,0.0001203876,1264.5776487,1642.6868483,0.0979845474,4.2597522322,32.970132816,6.0781027486,61.937779325,0.3102,11.418340013,73.356119338,5.4244118896
8.43,321.9,50,0.814751,0.836169,0.785205,589.626,4873.26,2.94343,0.0798961983,0.1537362698,0.3343763869,441.35867576,50.83950716,0.4144776166,0.0295208652,0.0001198125,1263.8218599,1638.9903485,0.0980463018,4.2273661415,32.978504005,6.0826700534,61.948178428,0.278,11.425937627,73.374116054,5.4217150882
8.43,321.9,50,0.776317,0.799838,0.739584,822.281,5537.44,2.47523,0.0811070005,0.1560660954,0.3394437575,442.27458435,60.89230653,0.3571766877,0.0366371334,0.000145595,1496.5853694,1951.9258235,0.0972247286,3.6737226523,33.327727257,6.136784697,62.47452646,0.3072,11.503716259,73.978242719,5.430812535
10.33,245.4,50,0.746757,0.776563,0.694259,1068.62,7171.17,1.87412,0.0979912646,0.199576341,0.7191781802,443.41169374,79.962311154,0.2734708758,0.05250384,0.0001920966,1976.4461251,2521.0077048,0.0969574825,2.8205236848,34.054981673,6.1546924445,63.674092817,0.2643,11.507698396,75.181791213,5.5331735875
9.99,279.9,50,0.818126,0.838493,0.789572,513.041,4593.01,2.9441,0.0949645031,0.1747631853,0.5106076781,441.35758196,50.886071595,0.4136696542,0.0285917715,0.0001200437,1272.3485448,1621.2793597,0.0979886642,4.2216072409,33.274039516,6.0250382536,62.503479386,0.2879,11.317707731,73.821187117,5.5226270963
12.09,81.1,50,0.780472,0.791543,0.743091,303.27,2485.51,1.89606,0.1432027051,0.5917043956,1.5682100158,443.7505243,79.923780669,0.2712230899,0.0373404932,0.0001831429,1983.4775406,2468.7993878,0.0996510277,2.7217289791,34.401234825,5.9704070721,64.272384141,0.9524,11.154608222,75.426992363,5.7619580055
16.34,104,50,0.849546,0.871276,0.815859,336.245,4596.82,2.15319,0.1234667709,0.4406813978,1.384618289,442.85737968,70.19536023,0.2967145248,0.0336272549,0.0001602244,1786.9041524,2104.7630536,0.0998752527,2.9708513039,34.905086353,5.9225914707,65.345259684,0.8968,11.087589749,76.432849433,5.8935495595
16.34,104,50,0.914485,0.933686,0.903143,118.433,3858.69,3.68129,0.1183168341,0.4223000847,1.3268643144,439.96874877,40.046460412,0.500583633,0.0113171717,0.0000905517,1063.7168234,1231.7207836,0.1004175178,4.9850229718,33.932370352,5.7686473756,63.941324263,0.8717,10.870297258,74.811621521,5.8822056789
15.25,91.5,50,0.821863,0.84375,0.779239,429.171,4750.61,1.89269,0.1361821612,0.5119853931,1.5111826925,443.7806754,80.219653019,0.2626224001,0.0425386757,0.0001843499,2011.0169115,2413.4923005,0.0994859968,2.6397926201,34.97013524,5.8558040093,65.330831024,0.8467,10.93975015,76.270581174,5.9718759686
16.34,104,50,0.874624,0.894343,0.85764,168.759,4115.48,2.96876,0.1220001495,0.4354466874,1.3681708609,441.28829249,50.492623478,0.4034767686,0.0169964561,0.0001148009,1305.649034,1529.3557667,0.1001009204,4.0306998865,34.327113237,5.8221027774,64.491745949,0.8675,10.938221651,75.4299676,5.895999186
15.25,91.5,50,0.832053,0.852618,0.798024,293.393,4442.48,2.14643,0.1347594229,0.506636519,1.4953948866,442.87844211,70.20721884,0.2972207266,0.0340298373,0.0001618597,1778.7861736,2126.3053365,0.0993017554,2.9931064691,34.652341778,5.9449866478,64.869015374,0.8316,11.128986108,75.998001483,5.8288342482
15.25,91.5,50,0.849525,0.869473,0.825779,235.962,4205.27,2.49637,0.1335377418,0.5020435319,1.4818381667,442.20371189,60.24457519,0.3408583167,0.0237637361,0.0001370583,1538.7535942,1831.3176604,0.1000651394,3.4063642822,34.476001351,5.9143265842,64.637382722,0.8724,11.088484046,75.725866768,5.8292353086
16.22,91.4,50,0.874421,0.893635,0.846518,169.591,3985.07,2.15308,0.1143998177,0.5032840995,1.4696538879,442.81719055,70.248801316,0.2891912332,0.0278552848,0.0001609383,1786.3479378,2108.7363704,0.0996634065,2.9016791964,34.872330972,5.9211995775,65.289863882,0.9234,11.085990057,76.37585394,5.8894030704
16.29,90.9,50,0.898131,0.918223,0.884429,165.265,4021.76,3.65348,0.1176638346,0.4784219281,1.398345764,439.99153564,39.890777061,0.4978138469,0.0137105582,0.000091081,1063.2404787,1231.0797947,0.0998573673,4.9852490635,33.695250492,5.7388805344,63.49121309,0.8004,10.813645294,74.304858384,5.871397791
16.29,90.9,50,0.913639,0.933561,0.899659,176.815,4041.51,3.65696,0.1239119935,0.5038269836,1.4726004119,439.87929304,41.137756708,0.4847131068,0.013956699,0.0000939304,1066.9992379,1251.9958838,0.0998559915,4.854121414,33.807308513,5.7084562104,63.718616264,0.897,10.759062071,74.477678334,5.9223207233
16.29,90.9,50,0.850773,0.871829,0.822278,304.522,4491.92,2.49301,0.125694872,0.5110761791,1.4937885749,442.19329623,60.890010846,0.340619187,0.0285041925,0.0001404567,1547.8721175,1829.6306703,0.0992701365,3.4312352029,34.682705892,5.8704658905,65.026454673,0.8472,11.006511006,76.032965679,5.9079988777
16.29,90.9,50,0.895385,0.916258,0.872371,256.156,4228.89,2.63358,0.1087298413,0.4420962525,1.2921720048,453.69028583,52.284956668,0.37843813,0.0230311684,0.000120019,1389.6239306,1600.4470714,0.0995506296,3.8014639548,36.789522595,5.3573940582,67.228578606,0.8775,9.7900152586,77.018593864,6.8670555489
14.93,87.6,50,0.862244,0.881573,0.843355,196.725,4082.28,2.97032,0.1382119509,0.5323368976,1.4710634774,441.31017973,50.853464142,0.4050044582,0.0188534104,0.000116761,1299.4906387,1555.2831045,0.0995368774,4.0688885231,34.164749366,5.8745643452,64.183522926,0.8229,11.036235954,75.219758881,5.8157077459
14.93,87.6,50,0.853866,0.873819,0.82867,242.366,4215.09,2.49483,0.137016415,0.5277321739,1.458338752,442.18891357,60.199372334,0.342973693,0.02520854,0.0001388736,1537.131803,1838.5403061,0.0992660124,3.4550969125,34.422762761,5.9250557428,64.539728091,0.8439,11.108971387,75.648699478,5.8096943313
14.93,87.6,50,0.815659,0.837684,0.767511,395.363,4833.04,1.89021,0.1404200239,0.5408415077,1.4945651759,443.74190061,79.818249582,0.2661181979,0.048149753,0.0001925796,2009.7185428,2427.7995861,0.0967136266,2.751610163,34.892529411,5.8606658467,65.191544679,0.8403,10.949789707,76.141334386,5.9536800635
8.15,59,50,0.802065,0.820191,0.780316,130.792,4199.89,2.84639,0.4116805487,1.1206084088,2.6552568723,410.95579101,65.036149871,0.3425707166,0.0217539261,0.0001561632,1506.3267936,2049.0875182,0.0969848875,3.5322071856,26.845385675,7.5398768984,54.158147464,0.8146,15.211022477,69.369169941,3.5604541078
8.15,59,50,0.817521,0.838245,0.791203,119.008,4873.77,2.49519,0.4172642924,1.1358075486,2.6912708982,411.89893346,75.08923591,0.2986526289,0.0263044206,0.0001756745,1699.9001355,2330.8251923,0.098462255,3.0331686893,26.995727756,7.396838705,54.33674638,0.7434,14.888287227,69.225033607,3.6496304479
8.15,59,50,0.766496,0.784586,0.749309,126.192,4376.39,2.83496,0.4155710552,1.1311984995,2.6803498582,410.93734205,66.204938654,0.3451993143,0.0171842415,0.0001523037,1507.5470303,2059.1872411,0.0994254946,3.4719396238,26.770237328,7.5091312566,54.008967056,0.8012,15.149676026,69.158643083,3.5650245565
8.69,60.8,50,0.80071,0.820311,0.772543,133.285,4615.96,2.49642,0.3958218629,1.0904631914,2.7396761173,411.81897014,74.91436778,0.3004984361,0.0281828559,0.0001736926,1704.5085388,2317.2994338,0.0989773822,3.0360313573,27.116813888,7.3664551622,54.591065352,0.7923,14.830010518,69.421075869,3.6811211486
8.69,60.8,50,0.763005,0.789823,0.73077,104.375,5006.96,2.13506,0.2972447525,0.8188897375,2.0573758695,378.90220111,74.907891246,0.2854999629,0.0321585563,0.0001741831,2179.3107798,2658.0532738,0.0988111279,2.88935031,19.020823061,5.2887971476,41.618980253,0.8633,11.572282826,53.191263079,3.5964364921
8.69,60.8,50,0.802767,0.831042,0.762901,141.458,5178.32,1.88679,0.2994518984,0.8249702794,2.0726526028,379.44303284,85.122819646,0.2482783667,0.0399095319,0.0001990575,2464.917195,3012.3708209,0.0984883459,2.5208908151,19.219407688,5.2204508794,41.993558103,0.8901,11.406454917,53.40001302,3.6815608713
8.17,59.7,50,0.761775,0.786715,0.732706,140.628,4731.29,2.18708,0.3106900467,0.8618135969,2.152731035,380.76917815,74.400922426,0.2890008254,0.0290710391,0.0001727966,2123.2621714,2623.7961783,0.0988798234,2.9227481946,19.441783758,5.4503689851,42.331492344,0.8765,11.867339738,54.198832081,3.5670582691
8.55,62.2,50,0.783361,0.812863,0.74579,99.1238,5476.08,1.88485,0.3013283559,0.8056415689,2.012486168,379.45122686,84.938922862,0.2521670306,0.0375809984,0.0001999762,2463.6174228,3014.6954194,0.0981025717,2.5704426123,19.177472555,5.2233584417,41.901026839,0.8476,11.41256136,53.313588198,3.6714831595
8.8,60.6,50,0.828214,0.847487,0.80514,88.4304,4454.87,2.83278,0.3993444982,1.1070936584,2.8071077697,410.97605739,66.528029954,0.3316884017,0.0230736101,0.0001551145,1512.89062,2058.3114354,0.0986572734,3.362026846,26.95250533,7.459101783,54.371570371,0.8119,15.047323896,69.418894267,3.6133714372
8.8,60.6,50,0.779448,0.807099,0.744146,89.8276,5118.07,2.14063,0.2999052274,0.8314204324,2.108120427,378.90527053,75.022596346,0.2833813212,0.0353001716,0.0001779728,2180.6934127,2663.1510862,0.0976717416,2.9013644725,19.12604315,5.2981182207,41.848870648,0.8339,11.59258412,53.441454768,3.609969116
8.53,56.2,50,0.789514,0.816831,0.758742,156.422,4966.72,2.13269,0.3244063965,0.8785525543,2.0235513751,378.87872058,74.514328398,0.2812202165,0.0307925844,0.000173614,2178.5331187,2656.005,0.0986971076,2.8493258155,18.960175373,5.300171454,41.488849645,0.811,11.597889377,53.086739023,3.5772758556
7.2,56.7,50,0.807033,0.825698,0.777649,27.1478,4419.6,1.51473,0.2467561019,0.738527522,1.7818940637,552.93502808,79.342939763,0.2640017644,0.0294267808,0.0001873923,1944.4557679,2596.5219532,0.0979227984,2.696019403,33.509848089,6.1108011823,50.244394104,0.783,9.1624856692,59.406879773,5.483707797
7.2,51.1,50,0.896396,0.914835,0.891109,14.2898,3951.4,3.01719,0.2550442414,0.7845979403,1.7584629277,551.0728736,39.270333225,0.4970988214,0.0053025089,0.0000882039,980.59760631,1290.725028,0.100804493,4.9313161208,33.23929311,6.212950961,50.007138388,0.7466,9.347127133,59.354265521,5.3500008802
7.2,51.1,50,0.838093,0.859298,0.829536,46.3083,3983.42,3.02265,0.2634982974,0.8106053299,1.8167514191,438.0281553,44.412747519,0.4438881012,0.0085464168,0.0001019021,1253.9661651,1556.3068007,0.0995767593,4.4577480168,26.714210938,4.9888417391,50.562621397,0.7919,9.4424992244,60.005120621,5.3547922214
7.2,53.3,50,0.840602,0.858,0.823209,5.05105,3942.16,2.2371,0.2791595747,0.8542387737,2.0146427716,496.87258235,59.981682687,0.3422519731,0.0174013188,0.0001397168,1466.3286044,1943.8753063,0.0987122177,3.4671693248,33.349497467,6.2401705847,55.645944557,0.7561,10.412156487,66.058101044,5.3443246485
7.2,53.7,50,0.916228,0.934874,0.910177,18.1838,3955.29,3.01619,0.2423148515,0.75627503,1.7657377875,550.97978677,39.412972864,0.4910310162,0.0060405669,0.0000903461,981.01219401,1296.1537823,0.0996303968,4.9285261504,33.249278063,6.2179048774,50.03061147,0.7279,9.3561605305,59.386772001,5.3473442773
7.2,53.3,50,0.787808,0.813457,0.7443,55.0168,5055.78,1.53254,0.2560201443,0.7834312483,1.8476498023,439.58667995,88.187596357,0.2357568808,0.0434934599,0.000201307,2475.1629184,3077.599285,0.0998711253,2.3606110387,27.137755344,4.9577985277,51.182165415,0.8685,9.3504735791,60.532638994,5.4737511402
7.2,53.3,50,0.854019,0.875116,0.843644,7.70111,3944.81,3.02002,0.2543452543,0.7783060221,1.8355624327,438.1712289,44.47473202,0.4424176977,0.0103911397,0.0001020248,1254.205173,1557.4568867,0.0995877616,4.4424906312,26.707037885,4.9842416418,50.532539292,0.7817,9.4307121477,59.96325144,5.3582951638
7.2,53.7,50,0.844736,0.861616,0.830277,27.654,3767.91,2.23924,0.2703156273,0.8436666507,1.9697782236,496.93776431,59.873422454,0.3405790962,0.0144625563,0.0001382642,1465.9112429,1940.0386768,0.0992069027,3.4330181356,33.37615198,6.2415663744,55.683114697,0.76,10.413119419,66.096234116,5.3473999918
7.2,53.7,50,0.829734,0.848617,0.799115,30.5395,4320.67,1.51715,0.2489715007,0.7770507171,1.8142445005,552.96014078,79.536031483,0.2580584085,0.0306286447,0.0001831955,1944.3395389,2592.3667626,0.0993553732,2.5973271522,33.575186911,6.1289219931,50.340076304,0.7512,9.1892385176,59.529314822,5.4781553671
7.2,53.3,50,0.836813,0.855403,0.80276,19.2947,4214.81,1.89317,0.3191191642,0.9765166169,2.3030237028,443.78897243,81.716619597,0.2578989718,0.0340576779,0.0001889327,1944.1034051,2591.8212643,0.0991381765,2.6014092748,33.600822762,6.1350018917,62.77152257,0.7979,11.461130355,74.232652926,5.4769050368
7.2,55.5,50,0.872305,0.89002,0.86511,48.4372,3788.69,3.64967,0.2963782381,0.8966109222,2.1265771872,439.89953194,41.04621666,0.4898733408,0.007173395,0.0000952523,1027.3913078,1344.0656395,0.0989265401,4.9518899619,32.1411654,6.0126138796,60.575551575,0.8006,11.331804483,71.907356058,5.3456227265
7.2,55.5,50,0.830306,0.846993,0.814903,29.5098,3769.76,2.24143,0.2714824593,0.8212955841,1.9479446545,497.04813257,60.070590667,0.342149787,0.0154087108,0.0001386663,1466.2897222,1943.3760573,0.0992288965,3.4480861841,33.3869266,6.2460308128,55.688722255,0.8312,10.418253806,66.106976062,5.3453028973
7.42,63.3,50,0.826088,0.847252,0.787929,31.858,4403.78,1.89898,0.3204235597,0.8124483624,1.8301772718,443.77800684,81.372995812,0.2446598236,0.038147601,0.0001848565,1945.3551719,2576.9353989,0.1001490899,2.4429560365,33.742250954,6.1512753512,63.03728985,0.7707,11.491815641,74.529105491,5.4854073387
7.42,63.3,50,0.90509,0.923114,0.895599,11.8014,3752.05,3.16917,0.2706639766,0.6862806989,1.5459632825,454.64110283,43.277926428,0.4485705752,0.0094724232,0.0000982589,1109.8752125,1420.2609417,0.1001821221,4.4775511428,35.440300454,5.4135251908,64.627589243,0.7885,9.8718994453,74.499488689,6.546621509
