moisture,d50,system_p,X_std_avg,X_tot_avg,X_good_avg,tar_loading_avg,tar_loading_incl_avg,space_time_avg,optical_thickness_d90_avg,optical_thickness_d50_avg,optical_thickness_d10_avg,T_cupmix_gas_only_avg,dH_max/A,tau_min,CH4_yield_corr,dH_max/A/T^4,Re_in,Re_out,e^-Ea/R1T,tau_min/e^-Ea/RT,pp_H2O_corr,pp_CO2_corr,c_H2O,dP_lance,c_CO2,c_CO2+c_H2O,c_H2O/c_CO2
9.3,61.7,50,0.801518,0.819335,0.786272,45.0599,3367.87,1.2396,0.086556873,0.1997682125,0.4417813159,571.5957737,44.298435904,0.2983623142,0.0151664473,0.0001025258,1703.5503604,1830.0100871,0.0990790771,3.0113554046,38.883612956,22.223085542,56.398409952,0.363,32.233287843,88.631697794,1.7496946085
9.3,61.7,50,0.877967,0.896586,0.861892,48.2233,3367.96,1.12607,0.0759551911,0.1753001494,0.3876709397,629.92632837,42.551887341,0.2979357457,0.0159412629,0.0000985143,1702.5761327,1819.4372828,0.0990612107,3.0075924115,38.87128687,22.250520839,51.159750241,0.4169,29.284625761,80.444376002,1.7469832348
9.3,61.7,50,0.838595,0.856889,0.820201,46.2701,3502.89,1.55242,0.1135556698,0.2620798603,0.5795816266,456.30669922,47.303936416,0.2934077928,0.018208667,0.0001094976,1705.0817048,1844.9661033,0.099070831,2.9615961613,38.922401445,22.201950501,70.718337153,0.3374,40.338852759,111.05718991,1.7531072977
9.3,61.7,50,0.818797,0.837362,0.800526,45.609,3488.18,1.12564,0.0788511532,0.1819838608,0.4024517638,629.9229881,43.249147332,0.2965558449,0.0182019132,0.0001001093,1703.7106931,1831.0777832,0.0990722054,2.9933304083,38.886007067,22.223141557,51.179395351,0.4101,29.248746103,80.428141454,1.7497979288
9.3,61.7,50,0.828053,0.846424,0.81052,47.1484,3418.78,1.18002,0.0830437076,0.1916600319,0.4238503214,600.63085265,43.896011024,0.2947775563,0.0174401729,0.0001016139,1703.9516309,1832.6211339,0.0990680824,2.975504817,38.88471216,22.220114625,53.673573281,0.3891,30.67099856,84.344571841,1.7499780184
10.23,61.9,50,0.778205,0.79665,0.762859,37.9641,3487.34,1.55265,0.1070542911,0.2506004327,0.555991641,456.40402578,46.674325543,0.2990718968,0.0151619229,0.0001078977,1706.8977985,1818.5563922,0.0991464233,3.0164668261,38.955428542,22.147311426,70.763251042,0.385,40.230997758,110.9942488,1.7589235909
10.23,61.9,10,0.644387,0.711976,0.585334,2650.96,13419.6,0.614713,0.0471574676,0.1103896133,0.24491459,456.38472992,48.790676968,0.1168399651,0.0582894239,0.0001128767,1710.640943,1854.1303694,0.0991024414,1.1789817024,14.938045789,8.4462480808,27.136381662,1.0143,15.343413374,42.479795036,1.7686013536
10.23,61.9,50,0.827946,0.84599,0.810653,102.208,3292.26,1.55489,0.1056211314,0.2472455886,0.5485484565,456.4012537,46.30556977,0.2950791398,0.0171956819,0.0001077881,1706.4101583,1813.8557028,0.0987506811,2.9881225769,38.99864799,22.192101151,70.842190241,0.3877,40.312603965,111.15479421,1.7573211173
10.23,61.9,10,0.678065,0.732725,0.61789,2001.45,9904.76,0.61466,0.0416493882,0.0974959023,0.216308113,456.35669248,46.290273594,0.118415637,0.0600033031,0.0001075172,1706.5101877,1813.2578376,0.0988757015,1.1976212071,14.889299992,8.4738836142,27.049492038,1.0284,15.394561696,42.444053734,1.7570810115
10.23,61.9,50,0.76925,0.786644,0.753461,41.7903,3289.63,1.55476,0.1058230905,0.2477183491,0.5495973408,456.40427082,46.394458358,0.3004720812,0.0156078469,0.000107542,1706.4129905,1814.4245382,0.0989911239,3.0353436674,38.977084042,22.171717851,70.802550643,0.4213,40.275310853,111.0778615,1.7579641011
10.23,61.9,10,0.668834,0.724108,0.609728,2418.43,10025,0.615235,0.0421631367,0.0986985219,0.2189762904,456.35367514,46.523327098,0.118246862,0.0587643276,0.0001079029,1707.1939015,1817.0668945,0.0989581442,1.1949179418,14.892491257,8.4737509965,27.055468515,1.0527,15.394422554,42.449891068,1.7574851165
10.23,61.9,50,0.816418,0.834572,0.798999,61.1585,3336.8,1.54794,0.1046240862,0.2449116332,0.5433702543,456.38517061,46.454778251,0.2945378113,0.0173774428,0.0001061673,1706.8431846,1812.8384815,0.0998037136,2.9511708605,38.958355172,22.185302275,70.771491062,0.1551,40.301673794,111.07316486,1.7560434692
10.23,61.9,50,0.812834,0.830715,0.796621,48.5997,3289.59,1.54805,0.1049665556,0.2457133102,0.5451488854,456.37977926,46.245995392,0.2963553401,0.0161006669,0.0001079164,1706.7911773,1813.6946872,0.0986092006,3.0053518166,38.957178014,22.178142994,70.770188667,0.1649,40.289144234,111.0593329,1.7565572566
10.23,61.9,10,0.695761,0.742783,0.638144,2106.94,8518.73,0.596913,0.041006491,0.0959909621,0.2129691954,456.34131949,46.516423817,0.1168308034,0.0574889458,0.0001083675,1707.5814371,1818.1067004,0.0987039758,1.183648404,14.877519145,8.4674260652,27.0290002,0.3098,15.383348432,42.412348632,1.7570297077
11.98,65.8,50,0.862892,0.882916,0.862892,43.8092,3524.59,3.48284,0.1544067905,0.3311063547,0.8379537746,456.3548735,30.468665027,0.665336963,0,0.0000710551,1140.9712955,1183.510323,0.0986449115,6.7447671939,39.07594365,22.098275819,70.989814174,0.1351,40.146247216,111.13606139,1.7682802029
11.98,65.8,50,0.756532,0.781294,0.756532,41.0387,2936.72,2.68876,0.1215431334,0.2606342876,0.6596052356,403.34872001,41.925220031,0.5201899043,0,0.0000984597,1951.8582604,1900.7736198,0.098245325,5.294805675,26.905735952,35.371329542,55.303606047,0.2797,72.704276805,128.00788285,0.7606651008
11.98,65.8,50,0.779443,0.80309,0.779443,39.7236,3126.79,2.85258,0.1323228122,0.2837499817,0.718105723,412.89433404,39.46911456,0.5486701599,0,0.0000923442,1750.0194814,1727.8984063,0.0984595086,5.5725461914,29.205065714,32.875731198,58.641966024,0.2355,66.012435336,124.65440136,0.8883472595
11.98,65.8,50,0.868441,0.891635,0.868441,40.1296,3324.05,3.03702,0.1403024891,0.3008614166,0.761410816,424.43286306,36.612395407,0.575214577,0,0.0000854381,1546.6753239,1548.1437708,0.0986078271,5.8333561734,31.904344454,29.931737801,62.320378142,0.1854,58.467185273,120.78756341,1.0659035124
11.98,65.8,50,0.824912,0.849435,0.824912,38.2316,3233.77,2.85389,0.1335223331,0.2863222067,0.7246154307,412.86077045,39.562930214,0.5433409937,0,0.0000926684,1750.09367,1729.5763611,0.0983949722,5.5220402181,29.208534163,32.859774415,58.653698331,0.2697,65.98575899,124.63945732,0.888884196
11.98,65.8,50,0.868193,0.891413,0.868193,33.3209,3325.62,3.03918,0.1402468385,0.3007420808,0.7611088045,424.43955418,36.589030524,0.5761589369,0,0.0000854555,1546.5935325,1547.8678793,0.0985597576,5.8457828123,31.900559837,29.928500012,62.312003118,0.2379,58.459939122,120.77194224,1.065892371
11.98,65.8,50,0.903295,0.923344,0.902909,34.2081,3527.1,3.484,0.1587157002,0.3403462812,0.8613378963,456.29565605,30.754996513,0.6530921695,0.0003838587,0.0000721156,1141.6914937,1189.0887867,0.0983331874,6.6416251365,39.072529637,22.066565458,70.992824048,0.193,40.093841208,111.08666526,1.7706665639
11.98,65.8,50,0.796924,0.823046,0.796924,39.0871,3106.79,2.68722,0.1228344852,0.2634034326,0.6666133024,403.36054272,41.967300678,0.5176952539,0,0.0000993004,1951.8952378,1902.8551646,0.0978185234,5.2924051162,26.922644136,35.365020547,55.336738109,0.2273,72.689178313,128.02591642,0.7612789055
11.98,65.8,50,0.85051,0.872197,0.850291,42.7432,3476.85,3.24755,0.1486804838,0.3188269948,0.8068775484,438.59319474,33.603293446,0.6211025479,0.0002186413,0.0000789712,1343.5006641,1367.6402458,0.0982055159,6.3245179486,35.140269973,26.391384505,66.425137549,0.1879,49.887247515,116.31238506,1.3315053617
11.98,65.8,50,0.847211,0.869042,0.847145,45.0623,3503.25,3.24896,0.1486482055,0.318757778,0.8067023766,438.56712502,33.611627752,0.6211841541,0.0000667987,0.0000788615,1343.5582773,1367.5660226,0.0982988649,6.319342088,35.140462733,26.395232712,66.429450449,0.2107,49.897487601,116.32693805,1.3313185421
11.98,65.8,50,0.892514,0.91208,0.892408,39.9389,3520.72,3.48348,0.162419623,0.3482888876,0.8814388002,456.33133143,31.07031857,0.6537978937,0.0001063181,0.0000726484,1142.4390449,1194.0736985,0.0984952121,6.6378647191,39.077139186,22.045293309,70.995648586,0.215,40.052059321,111.04770791,1.7725842264
11.98,65.8,50,0.892684,0.912718,0.892551,33.1244,3535.43,3.48453,0.1586285685,0.340159438,0.8608650392,456.33613115,30.802238024,0.6566800186,0.0001326368,0.0000717622,1141.7611208,1189.0264356,0.0987012285,6.653210185,39.077307656,22.073591257,70.995207933,0.1998,40.103049446,111.09825738,1.7703194374
11.22,58.4,50,0.878587,0.898081,0.878223,28.1072,3508.89,3.48342,0.1546430912,0.3916389243,1.0075644573,456.30893177,30.983686578,0.6552336905,0.0003624119,0.0000722283,1140.4391922,1200.615315,0.0986668883,6.6408670788,39.013108328,22.098756523,70.882796211,0.2075,40.151162576,111.03395879,1.7653983512
11.22,58.4,50,0.886731,0.906366,0.8865,28.4087,3509.19,3.48148,0.1526945055,0.3867040643,0.9948686061,456.3489782,30.837413806,0.6561679752,0.0002323566,0.0000718493,1140.2279216,1198.1492307,0.0986971076,6.6482999488,39.010276123,22.114641604,70.871430592,0.1653,40.176498176,111.04792877,1.7640021856
11.22,58.4,50,0.87615,0.895691,0.87615,28.4861,3509.27,3.48326,0.1528871046,0.3871918283,0.99612347,456.34502995,30.85231374,0.6584761626,0,0.0000718478,1140.3404077,1198.3917486,0.0987259544,6.6697371189,39.025066666,22.125635056,70.898914528,0.1746,40.196818166,111.09573269,1.7637941947
11.22,58.4,30,0.860203,0.879614,0.857528,33.7524,3527.32,2.41394,0.1065002218,0.2697154589,0.6938935153,456.32245575,30.904737597,0.4583340321,0.002658509,0.0000720668,1140.4811489,1199.4746972,0.0986490321,4.6461077447,26.986358665,15.295190312,49.029978697,0.2219,27.788960508,76.818939205,1.7643689365
11.22,58.4,50,0.881304,0.900973,0.881046,25.7288,3509.9,3.48422,0.1537732211,0.3894359486,1.0018968897,456.28983133,30.916685878,0.6551790405,0.0002590105,0.0000720237,1140.3527223,1199.4298564,0.0987053494,6.6377257611,39.036534084,22.120960014,70.928327353,0.1729,40.193186461,111.12151381,1.7646853509
11.22,58.4,40,0.891861,0.911658,0.891213,27.4567,3508.24,2.94675,0.1287019774,0.3259421654,0.8385472449,456.33563558,30.793902934,0.5558163274,0.0006441015,0.0000717049,1140.2719837,1197.4326445,0.0987314491,5.6295773254,32.982210407,18.704496464,59.921769674,0.1947,33.982153263,93.903922937,1.7633305697
11.22,58.4,20,0.844214,0.864284,0.83662,36.1237,3651.14,1.87724,0.0821482106,0.2080431567,0.5352299714,456.32212106,30.803059606,0.358324452,0.0075691594,0.0000718314,1140.2329176,1197.7386083,0.0986476586,3.6323665169,20.940615245,11.872511818,38.045839572,0.2433,21.570506628,59.6163462,1.7637898
11.22,58.4,30,0.876097,0.896065,0.873101,32.9461,3736.49,2.41168,0.115127317,0.291563873,0.7501026511,456.35707119,31.934104167,0.4455776495,0.0029836678,0.000074367,1142.2596219,1216.3976799,0.0987259544,4.5132777119,27.007067827,15.23624688,49.063882135,0.2266,27.679769825,76.74365196,1.7725538343
11.22,58.4,10,0.825896,0.846388,0.80949,42.7929,3664.69,1.34156,0.0573048737,0.145126555,0.373365234,456.36549223,30.476258375,0.2580816291,0.0163092236,0.0000713091,1139.411629,1192.5848016,0.0984553891,2.6213052573,14.902661224,8.4560580559,27.073243434,0.2685,15.361881666,42.4351251,1.7623650554
11.22,58.4,50,0.936617,0.957187,0.936234,22.771,3516.67,3.48197,0.1508196158,0.3819558421,0.9826529153,456.36096651,30.686130938,0.64607761,0.0003815225,0.0000714419,1139.6250551,1195.308378,0.0987410651,6.5431501018,39.024684561,22.124485085,70.895744507,0.1348,40.193325317,111.08906982,1.7638686013
11.22,58.4,10,0.80567,0.826446,0.784743,44.872,3838.68,1.34236,0.0588935692,0.1491499808,0.3837162502,456.38568181,30.828244834,0.2584177251,0.0207887821,0.0000718867,1139.8212373,1197.8524917,0.0986504057,2.6195302838,14.916402445,8.4489542622,27.097007953,0.2753,15.348297398,42.445305351,1.7654732151
8.3,51.4,50,0.871101,0.890328,0.870886,21.1371,3501.92,3.48352,0.1867576726,0.4552672448,1.0833674251,456.40203015,30.951710864,0.6567244925,0.0002158805,0.0000720498,1133.6832774,1232.0583259,0.0987493074,6.6504212513,38.818880554,22.293391713,70.515517445,0.1711,40.496532352,111.0120498,1.7412729769
8.3,51.4,50,0.869595,0.88876,0.869308,21.1426,3501.92,3.48458,0.187367987,0.4567550344,1.0869078134,456.37359228,30.97467579,0.6567610698,0.0002853303,0.0000722282,1133.7432132,1232.6874098,0.0986504057,6.6574593935,38.815404685,22.288881765,70.513597057,0.1956,40.490862852,111.00445991,1.741469361
5.68,60.9,50,0.764514,0.782434,0.758268,18.4312,4717.22,2.84999,0.038737786,0.9655822533,2.5678584814,412.85212583,64.559453174,0.3952242537,0.0062393882,0.0001490784,1760.6572017,2251.8118173,0.0992096519,3.9837278537,29.571130363,32.5621357,59.38307165,0.1588,65.389439416,124.77251107,0.9081446818
5.68,60.9,50,0.788504,0.80984,0.787672,15.5298,3840.02,2.84861,0.0194484941,0.4847752722,1.2892058548,412.8497971,45.836961746,0.4970414118,0.0008321519,0.0001063416,1742.9907226,1940.9284427,0.0989416549,5.0235809381,28.915069825,33.134939631,58.065935506,0.1639,66.540087203,124.60602271,0.8726459184
5.68,60.9,50,0.790023,0.809698,0.786648,13.8541,4219.44,2.848,0.0263735791,0.6573906906,1.7482573387,412.85482725,52.484997051,0.453325143,0.0033687743,0.0001223663,1749.5607648,2052.9473044,0.0986600205,4.5948210899,29.141087634,32.918239084,58.519101253,0.1656,66.104113553,124.62321481,0.8852565764
5.68,60.9,50,0.734418,0.75677,0.734418,14.1646,3105.25,2.84728,0.0129412291,0.32257448,0.8578509097,412.80635103,39.581617337,0.5517640783,0,0.0000915541,1737.2605498,1836.2674529,0.0991134366,5.5669957283,28.686343417,33.336656451,57.612680324,0.1447,66.952211483,124.56489181,0.8605045158
12.71,60.6,50,0.759227,0.777234,0.740209,15.1169,5163.36,2.8505,0.4930975137,1.2067056318,2.7594853316,412.86149561,76.169466527,0.3475448876,0.0190438875,0.0001812575,1832.1904402,2334.3330696,0.0974948215,3.5647522819,31.925029509,30.375242345,64.108583835,0.19,60.996459528,125.10504336,1.0510213926
12.71,60.6,50,0.908187,0.931822,0.907006,13.2573,3845.69,2.84663,0.1831028752,0.4480883894,1.0246851471,412.7563905,45.444529883,0.4829921965,0.0011803046,0.000105568,1767.4031578,1816.0756862,0.0988674577,4.8852494801,29.677723867,32.386811038,59.610949742,0.1613,65.052447207,124.66339695,0.9163521482
12.71,60.6,50,0.844598,0.868992,0.844598,12.2235,3103.15,2.84824,0.1228310947,0.3005916064,0.6873906168,412.77876023,39.430919503,0.5392869698,0,0.000091129,1754.434827,1714.6856938,0.0991615427,5.4384689384,29.215080494,32.826199959,58.678499861,0.1918,65.931434627,124.60993449,0.8899927659
12.71,60.6,50,0.682346,0.711741,0.682346,9.82674,2292.36,2.84602,0.063686784,0.1558539614,0.3564056628,412.75104295,33.533495833,0.6062625148,0,0.0000771305,1741.6227102,1615.3440266,0.0994351196,6.0970662795,28.731885347,33.243606394,57.711877469,0.1681,66.774279366,124.48615684,0.8642830446
12.71,60.6,50,0.832878,0.851765,0.822821,10.2367,4564.54,2.84669,0.3659132488,0.8954609703,2.0477333888,412.78115475,63.620236031,0.3849489039,0.0100534727,0.0001500773,1807.2264189,2123.6891557,0.0979914087,3.9283944268,31.013204166,31.144442616,62.289670572,0.1819,62.553261519,124.84293209,0.9957861358
10.75,50.8,50,0.700057,0.742257,0.633072,1530.79,5871.35,1.77583,0.3653249153,0.9190654364,1.9952360756,421.74474254,84.148440521,0.1918107847,0.0669517985,0.000196377,2246.3268637,2758.120163,0.0986050802,1.9452424182,28.933834125,5.4765788907,56.878163782,0.638,10.765864965,67.644028748,5.2831949839
10.75,50.8,50,0.726691,0.749029,0.684976,324.695,3852.87,2.20737,0.4626238429,1.1638450222,2.5266379115,396.85330995,80.087911195,0.2354349387,0.0416331471,0.0001865552,2013.0059533,2564.0115413,0.098710844,2.3850970078,24.023624809,6.3634816875,50.187757078,0.396,13.293950253,63.481707331,3.7752328031
10.85,48.2,50,0.773405,0.790773,0.734484,45.5044,4023.96,1.95881,0.4202422481,1.0331681825,2.2132758399,439.02654027,78.212294423,0.2790471408,0.0388827494,0.0001824931,1924.280542,2443.9057994,0.0986146945,2.8296709969,33.107162566,6.2870849925,62.520212231,0.1974,11.87265406,74.392866291,5.2659002711
6.45,59.4,50,0.769801,0.787932,0.741252,21.3448,5140.76,2.19353,0.4116376519,1.01107632,2.3368845684,439.80397461,80.850345433,0.3091244677,0.0285350055,0.0001976934,1990.473165,2646.5487656,0.0959607012,3.2213652443,36.077221589,26.467063717,68.00849928,0.1765,49.892569451,117.90106873,1.3630987546
6.45,59.4,50,0.758076,0.775641,0.732752,24.2608,5093.19,2.37307,0.4493671333,1.1037485649,2.5510764496,431.92230257,79.762850468,0.3213576358,0.0253390166,0.0001950628,1921.4081536,2589.046504,0.0959524922,3.3491327685,34.348893999,28.047998202,65.932020588,0.1345,53.837576109,119.7695967,1.2246468982
9.57,49,50,0.735915,0.753087,0.721219,14.7429,5113.89,3.1603,0.6942885848,1.6932139976,3.4860288186,401.02991854,74.322677269,0.370207715,0.0146932803,0.0001774882,1737.4505329,2323.3485739,0.097294641,3.8050165081,28.616720074,33.402722949,59.160568511,0.1381,69.054876811,128.21544532,0.8567181819
9.57,49,50,0.786126,0.804201,0.767473,16.0305,5134.27,2.84561,0.6221615044,1.5173122402,3.1238781416,412.77058417,75.662503497,0.34510614,0.0186715664,0.0001804127,1806.6938979,2382.3698838,0.0973810131,3.5438750223,31.002322766,31.146553682,62.26941001,0.1574,62.559103597,124.82851361,0.9953692817
10.73,68.2,50,0.796938,0.815505,0.773662,11.7767,5127.98,2.58682,0.3933532988,0.9839600114,2.1717175655,422.97065268,77.504465081,0.3287728817,0.0230529626,0.0001834525,1886.5136439,2427.5353985,0.0977979447,3.3617565552,33.375423781,28.896378043,65.419287668,0.172,56.639894077,122.05918175,1.1550037078
10.73,68.2,50,0.786196,0.804433,0.766763,13.4631,5150.81,2.8421,0.4322368632,1.0812259364,2.3863951089,412.76107119,75.845046582,0.3449554361,0.0193416726,0.0001807037,1816.9787041,2365.4709575,0.09742626,3.5406823179,31.296268303,30.817113925,62.861260166,0.1434,61.898837177,124.76009734,1.015548321
10.25,46.8,50,0.798887,0.81727,0.774437,10.9385,5062.9,2.37442,0.5449462349,1.3390772865,2.8485825914,431.9139921,79.551592258,0.3134908315,0.0244367399,0.0001897961,1953.0436918,2509.0573705,0.0973481082,3.2203073842,35.164779763,27.291495654,67.499395858,0.1696,52.386492426,119.88588828,1.2884885537
11.35,48.1,50,0.815196,0.829768,0.783028,15.6449,3302.29,2.12513,0.4096681082,1.0109689074,2.1234761767,442.87155139,70.897413177,0.2970106806,0.0321497593,0.0001660074,1751.5001637,2208.3052433,0.0984141952,3.0179658533,33.986382366,6.0737173117,63.623332503,0.2199,11.370146192,74.993478695,5.5956477099
8.8,70.7,50,0.845257,0.859161,0.835516,12.4451,3036.9,3.6304,0.2928954699,0.68728937,1.6089853794,440.00887421,40.96324737,0.4979626561,0.0097085054,0.0000945863,1033.2345515,1325.8005224,0.0992124011,5.0191573888,32.56705677,5.9744951661,61.362964579,0.2026,11.257165112,72.62012969,5.451013996
10.26,72.6,50,0.788656,0.803788,0.758298,24.3544,3539.09,1.87953,0.2797642075,0.67667486,1.6430299277,444.45877749,80.445964381,0.2666914791,0.0303540223,0.0001854603,1958.7979593,2506.6960164,0.0993031302,2.685630136,34.224867586,6.1909152954,63.840980231,0.2238,11.548155738,75.389135969,5.5282403253
10.26,72.6,50,0.810645,0.823799,0.796088,21.5548,2983.39,2.46666,0.2762306072,0.6681280252,1.6222774123,442.21636803,60.898904782,0.3435059291,0.0145316106,0.000139538,1508.2283129,1916.9041406,0.0996551539,3.4469459486,33.554165116,6.0715201078,62.907276232,0.2411,11.382872775,74.290149007,5.5264850515
10.26,72.6,50,0.786962,0.802012,0.753331,17.2397,3504.28,1.87212,0.2812986565,0.680386282,1.6520416079,444.0048665,80.904312407,0.2644908079,0.033558745,0.0001876842,1966.994538,2521.1763489,0.0989457772,2.6730883848,34.083440864,6.160570551,63.642167082,0.2158,11.503300441,75.145467524,5.5325136822
10.26,72.6,50,0.80953,0.822717,0.795143,15.0976,2976.93,2.46586,0.2770122161,0.6700185282,1.6268677308,442.23739321,60.978351824,0.342411711,0.0143693358,0.0001400785,1508.226007,1918.6785274,0.0995079988,3.4410471027,33.555301784,6.0671078953,62.906416369,0.2317,11.374059989,74.280476358,5.5306914534
10.26,72.6,50,0.79823,0.811671,0.774019,16.1012,3034.67,2.12562,0.278537665,0.6737081816,1.6358265546,442.83080325,70.944344721,0.2968302481,0.0241852281,0.0001637554,1743.1243458,2223.5566544,0.0992330204,2.9912447189,33.766722698,6.1132541637,63.21794089,0.2534,11.445213201,74.663154091,5.5235267165
8.8,70.7,50,0.810459,0.82362,0.793253,14.5286,2976.36,2.93636,0.2978081495,0.6988171428,1.6359725827,441.20762853,51.154738894,0.4071978221,0.0172305336,0.0001186731,1266.7647442,1637.3794731,0.0989444031,4.1154204708,32.986648765,6.061935894,61.984691048,0.2332,11.39088806,73.375579107,5.441603036
10.26,72.6,50,0.817759,0.83045,0.804576,7.16247,2836.34,2.46695,0.2741561032,0.6631103542,1.6100940374,442.26332295,60.494893366,0.3423060657,0.0131797767,0.000139763,1507.1754352,1911.6579967,0.099180786,3.4513344724,33.555174815,6.0760512721,62.902490173,0.2254,11.390158375,74.292648548,5.5225298985
