moisture,d50,system_p,X_std_avg,X_tot_avg,X_good_avg,tar_loading_avg,tar_loading_incl_avg,space_time_avg,optical_thickness_d90_avg,optical_thickness_d50_avg,optical_thickness_d10_avg,T_cupmix_gas_only_avg,dH_max/A,tau_min,CH4_yield_corr,dH_max/A/T^4,Re_in,Re_out,e^-Ea/R1T,tau_min/e^-Ea/RT,pp_H2O_corr,pp_CO2_corr,c_H2O,dP_lance,c_CO2,c_CO2+c_H2O,c_H2O/c_CO2
11.71,81.6,50,0.781946,0.799432,0.720949,364.864,4006.5,2.46592,0.2531976668,0.5932768859,1.7046265455,442.26308221,57.994001976,0.3737814828,0.0609401531,0.0001709588,1517.6435742,1902.4044585,0.0857799165,4.3574474989,33.84572795,6.013011637,63.447195266,0.2173,11.271990487,74.719185752,5.6287481205
11.71,81.6,50,0.799169,0.814993,0.750019,106.295,3549.88,2.93505,0.2479504625,0.580981966,1.6693002966,441.30076677,48.012657684,0.4430163406,0.0491049728,0.0001421539,1281.0987983,1593.872109,0.0855503435,5.1784285394,33.509558568,5.9684865078,62.953993115,0.1841,11.212921763,74.166914877,5.6144147304
11.71,81.6,50,0.800657,0.815552,0.753012,98.3905,3333.38,2.934,0.2494911842,0.5845920886,1.6796730432,441.37671877,48.296051855,0.4394084464,0.0475146137,0.0001418129,1281.4845794,1597.2564075,0.0859867642,5.1101870224,33.519350216,5.965279012,62.961552289,0.1793,11.2049674,74.166519689,5.6190750087
12.85,81.4,50,0.821044,0.838212,0.758594,351.058,3751.17,2.46581,0.2488170969,0.5761919258,1.6573152918,442.27975377,57.147308377,0.3702841479,0.0623097951,0.0001695107,1523.4302241,1872.6555402,0.0854537156,4.3331544508,34.007738183,5.9829734351,63.748496553,0.2125,11.215258108,74.963754662,5.6840864417
12.18,86.1,50,0.747134,0.783655,0.66313,2979.56,8397.93,1.86774,0.2467216127,0.5668006387,1.677028694,443.3809681,77.048336336,0.2910483761,0.0839668,0.0002295771,1994.7945718,2500.4526214,0.0852162587,3.4154089921,34.344514729,6.0718213874,64.219895507,0.192,11.353537475,75.573432981,5.6563776399
12.18,86.1,50,0.760354,0.792093,0.684182,1704.45,7274.86,2.12345,0.2404350516,0.5523583415,1.6342973611,442.89313556,66.613579397,0.3333318961,0.0761600537,0.0001987188,1756.1044733,2183.8981983,0.085154567,3.9144335753,34.113042912,6.0501511731,63.857331914,0.1596,11.325477841,75.182809755,5.6383786018
10.44,88.3,50,0.761859,0.795797,0.676503,3039.41,7973.02,1.87752,0.2570849674,0.5828812059,1.7566010403,443.38103524,78.505103405,0.2878058135,0.0852557886,0.0002359621,1982.3497223,2560.7914964,0.084760476,3.3955190814,34.245396448,6.1526672163,64.034547169,0.2311,11.5047072,75.539254369,5.5659432314
12.18,86.1,50,0.761619,0.787887,0.687646,1454.59,5971.3,2.12942,0.2416715408,0.5551989637,1.6427020884,442.67115464,66.822502315,0.3300302222,0.0738507282,0.0001979059,1756.4222147,2185.677113,0.0855342375,3.8584575248,34.154995502,6.0557357111,63.967925493,0.2397,11.341616214,75.309541707,5.6401066907
12.85,81.4,50,0.809082,0.828196,0.76088,34.3235,3112.53,2.76862,0.1868117921,0.4326047028,1.2443117599,399.55397938,44.596669146,0.4472399474,0.0481675243,0.0001313413,1538.2701647,1705.0166856,0.0858296053,5.210788818,23.554946774,4.1385911714,48.876030182,0.2095,8.5874915762,57.463521758,5.6915374819
12.85,81.4,50,0.844425,0.860667,0.801841,23.7408,3540.14,3.62813,0.2490555083,0.576744021,1.6589032971,439.9605515,38.844250733,0.5390878182,0.0425203925,0.0001147417,1050.761342,1286.4845444,0.0856724997,6.2924254566,33.306742942,5.8362688411,62.763576736,0.1699,10.997926393,73.761503128,5.7068555012
11.86,78.8,50,0.830907,0.846979,0.789438,20.6936,3533.47,3.62744,0.2547235337,0.5970486888,1.6802655956,440.04310094,38.703120787,0.5432469433,0.041413775,0.0001140598,1046.0592504,1293.6038762,0.0857946883,6.3319414521,33.118160403,5.8725567961,62.39650241,0.159,11.064231824,73.460734234,5.6394789447
11.86,78.8,50,0.826902,0.843395,0.781762,22.6506,3402.64,3.41518,0.2394720096,0.5613005098,1.5796600063,429.57052055,39.882413508,0.5214625718,0.0450976115,0.0001177032,1143.5922276,1379.0274458,0.0857194915,6.083360536,30.589447847,5.4286801522,59.037291563,0.1829,10.477291861,69.514583424,5.6347854339
11.86,78.8,50,0.831429,0.849488,0.781886,39.0655,3282.56,3.05899,0.2140659261,0.5017509715,1.4120705911,412.59606361,42.333520216,0.4775881175,0.0495208834,0.0001243651,1338.8174539,1550.352787,0.085961239,5.5558542761,26.517810967,4.7041182162,53.284616895,0.2376,9.4524068105,62.737023706,5.6371480792
11.86,78.8,50,0.809344,0.828459,0.756483,72.19,3340.61,2.90415,0.207110484,0.4854480506,1.3661895138,405.70872249,43.996104982,0.4594481145,0.0527952896,0.0001296023,1437.6683829,1644.5519361,0.0858175183,5.3537800138,24.895688751,4.4051831713,50.874371659,0.1947,9.001997419,59.876369078,5.6514537042
11.86,78.8,50,0.817396,0.834588,0.767287,48.6899,3126.19,3.05745,0.2131953336,0.4997103822,1.40632779,412.64203466,42.201548614,0.4797626009,0.0501605106,0.0001245793,1338.7227464,1548.9495876,0.0857060648,5.5977672296,26.507341598,4.7043829422,53.257645939,0.2202,9.4518856282,62.709531567,5.6346054146
11.86,78.8,50,0.807302,0.825901,0.75351,74.0862,3067.93,2.76932,0.1968915203,0.4614957334,1.2987808499,399.53103992,45.160306263,0.4413458225,0.0537881502,0.000132903,1535.2191387,1729.3823578,0.0858685542,5.1397840159,23.434917343,4.1483831945,48.629763545,0.2232,8.6083040484,57.238067593,5.6491689039
10.67,66.4,50,0.730082,0.770189,0.647321,2990.95,9513.43,1.86778,0.2962865427,0.7295609899,1.6255989841,443.37558444,76.11017116,0.2995439493,0.0827287583,0.0002258795,1979.5818331,2511.456376,0.0854255362,3.5064918816,34.016492463,6.1274648785,63.607307725,0.2146,11.457722883,75.065030608,5.5514789783
10.67,66.4,50,0.717286,0.765036,0.628374,4094.84,9929.17,1.6685,0.2681079809,0.6601755253,1.4709951303,423.55743455,81.52656887,0.2737546785,0.0889365197,0.0002413866,2359.7391249,2860.7184365,0.0855490014,3.1999751502,29.311545226,5.2707566564,57.374070433,0.2464,10.316916468,67.6909869,5.5611645797
10.6,66.4,50,0.711925,0.752256,0.630087,2999.33,8398.95,1.65547,0,0,0,423.03500998,80.793107194,0.2723690508,0.0818457385,0.0002387271,2369.0828543,2856.8807451,0.0856563894,3.1797867365,29.012752764,5.2382621534,56.859349123,0.2285,10.26597438,67.125323504,5.5386217632
10.6,66.4,50,0.736258,0.772069,0.653498,2902.47,8552.44,1.87941,0,0,0,445.32251729,75.843313334,0.2961715488,0.0827314023,0.0002252256,1942.5457102,2483.5843147,0.0853933334,3.4683216698,34.35594508,5.5098934232,63.961185104,0.2048,10.257884402,74.219069506,6.2353193504
10.6,66.4,50,0.712848,0.752744,0.629098,3452.35,9048.23,1.75365,0,0,0,432.46217191,80.212023846,0.2814517497,0.0836377837,0.0002378828,2177.5709718,2715.8542393,0.085463109,3.2932542801,31.361339653,5.6363172976,60.122321058,0.2227,10.805293457,70.927614514,5.5641543932
10.6,66.4,50,0.733812,0.766759,0.652971,2768.33,8487.52,1.9991,0,0,0,456.22461624,74.561364776,0.3087744747,0.0807609883,0.0002214866,1785.2389174,2353.873508,0.0853772329,3.6165903287,37.248434427,6.7043124229,67.689073045,0.2248,12.183295762,79.872368807,5.5558918018
10.7,66.4,50,0.738672,0.779928,0.650888,3812.19,9337.19,1.79229,0,0,0,436.20422918,78.239552573,0.2848947725,0.0878193132,0.0002325137,2103.978396,2631.3144856,0.0853544247,3.3377856326,32.233184552,5.6157317289,61.263612259,0.2581,10.673472571,71.937084829,5.7398013488
10.5,66.4,50,0.734944,0.762521,0.665041,1324.85,5754.35,2.20373,0,0,0,422.42785463,61.361030277,0.3565895991,0.0698976909,0.000183373,1800.5596307,2178.4992864,0.0850620453,4.1921117456,28.971820701,5.1638242486,56.860738863,0.2061,10.134636175,66.995375037,5.6105357787
10.5,66.4,50,0.762119,0.785323,0.694344,986.231,5123.47,2.34271,0,0,0,431.62952171,59.892847939,0.3667667149,0.0676257599,0.0001795406,1654.7073521,2054.3038244,0.0848998428,4.3199928609,31.320990778,5.5772018484,60.160800749,0.2791,10.712589889,70.873390638,5.6158969371
9.29,74.7,50,0.76498,0.783991,0.704139,516.171,4413.97,2.49368,0.2665373984,0.6397611183,1.5028350797,442.488001,56.181416162,0.395131114,0.0607165126,0.0001678425,1497.0253217,1907.0370791,0.0850781346,4.6443321266,33.710352043,6.1213878313,63.161298094,0.2302,11.469319605,74.630617699,5.5069786414
9.29,74.7,50,0.757064,0.774834,0.697976,403.087,4560.28,2.6439,0.2940499443,0.7057985946,1.6579608497,455.05337604,55.710877025,0.4058479191,0.0590679071,0.0001670855,1352.7409973,1798.4114635,0.0848743783,4.7817483553,36.634674914,6.625684935,66.745080137,0.2214,12.071401561,78.816481698,5.5291906079
9.29,74.7,50,0.758184,0.776598,0.700612,337.633,4813.89,2.63923,0.2954671082,0.7092001673,1.6659513363,455.11598659,55.860756279,0.4087476755,0.0574684152,0.0001687417,1352.9466704,1802.3746417,0.0844992803,4.8372917987,36.623840173,6.6164805696,66.716160773,0.1536,12.052973674,78.769134447,5.5352448764
9.29,74.7,50,0.766581,0.792162,0.701374,710.041,5041.32,2.08769,0.236323091,0.567238691,1.3324757931,414.28687331,63.647600508,0.3387380573,0.0651567119,0.0001910113,1938.0056474,2339.4676866,0.0848408746,3.9926280671,26.843769821,4.8435061796,53.719454113,0.1503,9.692770788,63.412224901,5.5422185553
11.07,71,50,0.753438,0.779127,0.685402,940.391,5674.99,2.34026,0.2719002956,0.6471992951,1.435973436,431.62852325,59.300494135,0.374937328,0.0679588515,0.0001788293,1657.0514803,2036.1548735,0.0845876678,4.4325294427,31.416317862,5.5684386986,60.344042903,0.1745,10.695782529,71.039825433,5.6418539492
9.44,248.4,50,0.684623,0.738848,0.600243,4613.13,13477.2,1.89541,0.0934198292,0.1977085515,0.7543902333,443.38262992,75.255460402,0.3093932622,0.0843927274,0.0002274333,1968.3977901,2524.9333286,0.0844751776,3.6625346143,34.211761592,6.2557331894,63.971424174,0.3364,11.697385424,75.668809598,5.4688652084
8.3,309.2,50,0.713463,0.756813,0.636227,2834.15,10668.6,2.14587,0.0865088397,0.1629175205,0.5037409735,442.89844596,66.835261209,0.344638493,0.077179497,0.0002038574,1727.8627328,2257.0312285,0.0839947391,4.1030961792,33.689481708,6.2259026473,63.063697554,0.3398,11.654333093,74.718030647,5.4111802924
8.46,234.5,50,0.794039,0.816353,0.740739,541.294,5113.39,3.63684,0.0968458102,0.2079397247,0.904672828,440.04013831,38.560130331,0.5574601628,0.0532253468,0.0001166362,1031.0992043,1328.0116183,0.084429654,6.602658382,32.546062096,5.9841731117,61.319049417,0.2328,11.274599233,72.593648651,5.438689939
9.44,248.4,50,0.695042,0.747081,0.610436,4483.01,12994.7,1.8755,0.0944061501,0.1997959465,0.7623550402,443.36724989,76.266932342,0.3018899894,0.0845644056,0.000230301,1969.8254208,2542.0304561,0.0845180277,3.5719005482,33.900289771,6.183778459,63.391212384,0.3065,11.563240795,74.954453178,5.482132
8.46,234.5,50,0.768495,0.797294,0.705539,954.686,6821.91,2.94457,0.0988463268,0.2122350768,0.9233603993,441.37650312,48.22261323,0.457543093,0.0628970751,0.0001468707,1264.2036977,1641.5191241,0.0840709853,5.4423424615,33.007668944,6.0789123639,62.000458726,0.2764,11.418417815,73.418876541,5.4298642534
8.46,234.5,50,0.721876,0.763655,0.645272,2519.48,10289.9,2.13221,0.0986981489,0.2119169209,0.9219762144,442.90585295,66.512065345,0.3435196599,0.0766175917,0.0002039446,1728.5413252,2250.0650616,0.0837206306,4.1031661787,33.501787537,6.1838683859,62.71130207,0.3268,11.575455127,74.286757197,5.4176100534
8.46,234.5,50,0.756803,0.791522,0.686044,1572.67,8305.09,2.47416,0.0986386774,0.2117892285,0.9214206693,442.28589134,57.252562624,0.3899496353,0.0707039218,0.0001758193,1495.8981384,1944.4691575,0.083641773,4.6621397599,33.310279541,6.1369310942,62.440223508,0.2925,11.50369659,73.943920098,5.4278399138
9.99,279.9,50,0.717052,0.76124,0.639581,2732.88,10618.5,2.14862,0.0943943241,0.1737138847,0.5075419241,442.91467594,65.937477846,0.3466004819,0.0776036525,0.0002008296,1739.0554646,2213.7022098,0.0840696475,4.1227778651,34.005661059,6.1813966482,63.653224464,0.3488,11.570597838,75.223822302,5.5012908886
8.46,234.5,50,0.787125,0.809996,0.733345,598.289,5232.83,3.64345,0.095863268,0.2058300872,0.8954945353,440.05783679,38.252441821,0.5619212619,0.0538437806,0.0001159821,1030.7124875,1323.0695648,0.0843051575,6.6653248581,32.536755148,5.9879525543,61.299049021,0.3355,11.281266232,72.580315254,5.4337028981
8.3,309.2,50,0.766751,0.790719,0.711882,746.306,5655.48,3.64458,0.0867856324,0.1634387897,0.5053527377,440.03208632,39.31316953,0.5581907835,0.0548014526,0.0001194741,1031.8278073,1343.462474,0.0841847105,6.6305482358,32.585133868,5.9818307212,61.393786762,0.3327,11.270392236,72.664178998,5.4473513856
8.3,309.2,50,0.747152,0.781046,0.677065,1556.61,8047.33,2.47496,0.0844951326,0.1591252125,0.4920151571,442.17920811,56.947654201,0.3901518212,0.070026804,0.0001735425,1494.2939252,1939.8425422,0.0840415553,4.6423679281,33.223134167,6.1489042347,62.29189458,0.311,11.528921156,73.820815736,5.4030983244
8.3,309.2,50,0.745554,0.775425,0.68249,1189.43,7137.52,2.94901,0.0856242511,0.1612516216,0.4985900141,441.34800512,48.149992861,0.4628007211,0.0629791815,0.0001472618,1263.5015787,1643.0511696,0.0838543204,5.5191040688,32.99209467,6.0859077096,61.975206053,0.3394,11.432295769,73.407501822,5.4210639143
8.3,309.2,50,0.75865,0.792543,0.688325,1606.86,7965.31,2.47696,0.0846207025,0.1593616916,0.4927463505,442.25976932,56.97848306,0.3877645804,0.0702217475,0.0001736677,1494.655712,1940.5701808,0.0840321917,4.614476579,33.27818264,6.1474467336,62.383742237,0.3369,11.524088818,73.907831054,5.4133340365
9.44,248.4,50,0.672576,0.72562,0.589185,4688.18,13714,1.87536,0.0958190963,0.2027862276,0.7737649606,443.37667517,76.968452262,0.3051759062,0.0833345271,0.0002326878,1970.9468728,2554.4505931,0.084457771,3.6133549648,33.941239781,6.1827475055,63.466436895,0.2735,11.561067213,75.027504107,5.4896693988
8.67,91,50,0.701259,0.749057,0.618616,4240.81,12059.5,1.85656,0.1398837008,0.5469298982,1.704473313,443.33968599,76.444855954,0.2995728508,0.0824778353,0.000232677,1963.9194675,2561.7260037,0.0841044308,3.5619152047,33.423459908,6.1506673149,62.503459113,0.3059,11.502040306,74.005499419,5.4341192909
8.67,91,50,0.705182,0.737918,0.634933,2031.23,8193.77,2.13211,0.141775255,0.5543256674,1.7275217717,442.86238529,67.35400375,0.3384406026,0.0702291606,0.00020477,1731.8194621,2259.5352322,0.0841646392,4.0211733324,33.58888251,6.1791987605,62.880504563,0.277,11.567849444,74.448354006,5.4357990108
16,82.1,50,0.745587,0.781626,0.666865,2826.16,8285.58,1.88781,0.1301791385,0.5611497822,1.5670203102,443.40540563,75.909595692,0.2923269167,0.0786225578,0.0002202019,2023.4299467,2398.8814589,0.0866293815,3.3744546215,34.981381687,5.94301332,65.407151106,0.8216,11.112070236,76.519221341,5.8861355013
8.67,91,50,0.809185,0.836493,0.744581,840.218,6156,2.94471,0.1321591372,0.5167277033,1.6103500343,441.29606005,46.630626338,0.4526620386,0.0647239657,0.0001416793,1263.5892684,1611.5445734,0.0841967537,5.3762409921,32.932950471,6.0883862659,61.87138651,0.3255,11.438297951,73.309684461,5.4091427569
8.77,98.3,50,0.750494,0.778124,0.678473,1892.06,6611.44,2.17414,0.1560426547,0.5233699211,1.6649599757,442.92123054,67.152744455,0.3358380015,0.0720234277,0.0002074431,1731.7152638,2257.8114771,0.0833358353,4.0299350255,33.970009113,6.2237741998,63.585548663,0.873,11.649749517,75.23529818,5.4581043628
8.67,91,50,0.749156,0.782106,0.677521,1801.42,8060.22,2.47421,0.1443035281,0.5642109373,1.7583286061,442.25217534,58.624919194,0.3808116542,0.0715745577,0.000178856,1499.6947939,1964.2170776,0.0839827014,4.5344058687,33.388298684,6.1158914899,62.591242042,0.3231,11.465131787,74.056373828,5.459269305
9.89,86,50,0.768936,0.796358,0.696589,1760.45,6473.42,2.15407,0.1417780867,0.5812901556,1.6022741468,442.91467891,67.023849806,0.3309296061,0.0722740913,0.000203035,1739.5035876,2232.3860236,0.0843520069,3.9231977785,33.848138722,6.1276078055,63.35836711,0.8653,11.469913547,74.828280657,5.5238748621
9.16,83.4,50,0.812635,0.82261,0.77125,212.967,2236.98,3.67496,0.1548017315,0.5885806843,1.5485056489,440.06893667,39.015129061,0.5377793719,0.0415036184,0.0001125296,1033.9875499,1321.9742415,0.0869335172,6.1860993249,32.680937594,5.9341088037,61.569134874,0.9171,11.179542944,72.748677818,5.5073034006
8.77,98.3,50,0.770828,0.792264,0.705808,1032.25,5061.11,2.50034,0.1519002711,0.5094762908,1.6207611452,442.3148859,57.274134819,0.3838175791,0.065110457,0.0001757859,1497.7187017,1940.244443,0.0836711758,4.5872138798,33.455572713,6.1300823795,62.708465088,0.8172,11.490105406,74.198570494,5.4576057289
9.16,83.4,50,0.812339,0.825588,0.761659,298.089,2949.17,2.96023,0.1469096604,0.5585737808,1.4695600417,441.41082692,46.786858867,0.4474772453,0.0506853151,0.0001358766,1264.6660736,1599.7023578,0.0865688467,5.1690332325,32.90497739,6.028186076,61.802760365,0.8782,11.322254839,73.125015204,5.4585205193
9.89,86,50,0.782434,0.798,0.730687,460.885,3592.42,2.95979,0.1378528609,0.5651967299,1.5579140631,441.36997759,47.650449419,0.4526209363,0.0517079667,0.0001461924,1271.072132,1615.8845284,0.0836912244,5.4082245737,33.095509377,5.9878380616,62.166374242,0.9059,11.247513298,73.41388754,5.5271216483
9.89,86,50,0.79819,0.818508,0.735146,823.123,4640.87,2.49575,0.1380969731,0.5661975899,1.5606728439,442.24852265,56.762027172,0.3805072835,0.0629097507,0.0001731103,1504.0096507,1914.2562411,0.0840014268,4.5297716717,33.540213974,6.0766495288,62.876548755,0.8683,11.391661087,74.268209842,5.5195241744
16,82.1,50,0.748412,0.782279,0.670756,2561.24,7783.27,1.8885,0.1306290274,0.5630890716,1.5724358089,443.41370875,76.045360211,0.2909172788,0.0776134251,0.0002207022,2023.6726974,2401.2470477,0.0866038214,3.3591736957,34.984225542,5.9400258806,65.411243583,0.8562,11.106276436,76.517520019,5.8895745986
18.92,68.9,50,0.825657,0.835625,0.784358,51.2408,1487.95,2.80232,0.1915238819,0.4864539817,1.2099884237,399.56998181,44.885500672,0.4348682811,0.0412882839,0.0001273234,1563.3867741,1610.2688151,0.0878201021,4.9518079665,24.560097852,4.0165989663,50.959657027,0.9449,8.3340264754,59.293683502,6.1146502447
18.92,68.9,50,0.847489,0.853166,0.813347,44.7081,1085.99,3.4469,0.234834689,0.59645966,1.4836126561,429.64092395,39.753412012,0.5101494791,0.0341200079,0.0001138081,1172.3565137,1292.1423559,0.0873294512,5.8416659219,31.725858119,5.1914915368,61.220517066,0.9244,10.017878635,71.238395702,6.1111258477
19.61,69.1,50,0.874505,0.882407,0.832648,54.2898,1474.17,3.46394,0.2217208776,0.5974591522,1.5290528672,429.62250365,39.717020675,0.5086850364,0.041827012,0.0001161864,1176.1824438,1287.0049429,0.0861842955,5.902293839,31.954006835,5.1919044308,61.663413118,1.0649,10.019104941,71.682518059,6.154583017
22.66,66.7,50,0.872965,0.882055,0.828922,76.5,1553.83,3.25734,0.2199539805,0.5629107117,1.5644226862,420.60038847,40.925489394,0.4842194816,0.0440188902,0.0001192869,1287.0118362,1325.625953,0.0863765319,5.6059148387,30.146150172,4.7381739937,59.422572101,1.0528,9.3396498112,68.762221912,6.3623983021
22.66,66.7,50,0.854879,0.864623,0.811234,76.3498,1572.05,3.09985,0.2082597786,0.5329826718,1.4812476754,412.69401182,42.089759763,0.4708956422,0.0436781375,0.0001220152,1384.1244778,1399.0601811,0.0866643607,5.4335558304,28.373537813,4.4665980182,56.999963851,0.9784,8.9730060189,65.97296987,6.3523822152
